"","CHR","start","end","BinFilterFlag","GC","exondensity","FRS"
"chr1_45","chr1",2318562,2368561,1,0.581,9,0.17735068663143
"chr1_46","chr1",2368562,2418561,1,0.574,24,0.198998465280628
"chr1_47","chr1",2418562,2468561,1,0.625,0,0.181841938380695
"chr1_48","chr1",2468562,2518561,0,0.644,36,0.164452161630801
"chr1_49","chr1",2518562,2568561,0,0.625,27,0.211848736652438
"chr1_50","chr1",2568562,2618561,1,0.562,35,0.192996134894518
"chr1_51","chr1",2618562,2668561,0,0.576,5,0.197713566902806
"chr1_52",NA,NA,NA,0,0.622,0,0.198330587251198
"chr1_53",NA,NA,NA,0,0.539,0,0.21779163129931
"chr1_54","chr1",2783456,2833435,1,0.578,4,0.172107639735156
"chr1_55","chr1",2833436,2883435,1,0.566,0,0.174336628673543
"chr1_56","chr1",2883436,2933435,1,0.598,0,0.165360579809605
"chr1_57","chr1",2933436,2983436,1,0.55,0,0.169125870862352
"chr1_58","chr1",2983437,3033436,1,0.542,1,0.169714972170786
"chr1_59","chr1",3033437,3083436,1,0.55,9,0.166003356071746
"chr1_60","chr1",3083437,3133436,0,0.592,1,0.160889323320581
"chr1_61","chr1",3133437,3183436,0,0.574,0,0.184816737359172
"chr1_62","chr1",3183437,3233436,0,0.569,1,0.163740519855675
"chr1_63","chr1",3233437,3283436,0,0.567,1,0.164261072710421
"chr1_64","chr1",3283437,3333436,0,0.567,0,0.175102474889788
"chr1_65","chr1",3333437,3383436,1,0.572,0,0.167026080849979
"chr1_66","chr1",3383437,3433436,1,0.582,14,0.162192722605539
"chr1_67","chr1",3433437,3483436,1,0.584,20,0.172864506022463
"chr1_68","chr1",3483437,3533436,1,0.618,34,0.18730043930661
"chr1_69","chr1",3533437,3583436,1,0.621,2,0.170585125079733
"chr1_70","chr1",3583437,3633436,1,0.59,14,0.197764652676665
"chr1_71","chr1",3633437,3683436,1,0.552,11,0.192442747374008
"chr1_72","chr1",3683437,3733436,1,0.622,14,0.173417068968503
"chr1_73","chr1",3733437,3783436,1,0.552,27,0.18189338837097
"chr1_74","chr1",3783437,3833436,1,0.51,16,0.187555771708677
"chr1_75","chr1",3833437,3883436,1,0.492,24,0.196768043389704
"chr1_76",NA,NA,NA,0,0.526,12,0.192383226170112
"chr1_77",NA,NA,NA,0,0.0,0,NA
"chr1_78",NA,NA,NA,0,0.0,0,NA
"chr1_79",NA,NA,NA,0,0.47,0,0.169020576178678
"chr1_80","chr1",3939941,3989940,1,0.51,3,0.163086616040454
"chr1_81","chr1",3989941,4039940,1,0.483,0,0.17532630995599
"chr1_82","chr1",4039941,4089940,1,0.513,0,0.174648833815874
"chr1_83","chr1",4089941,4139940,1,0.497,0,0.169453774157765
"chr1_84","chr1",4139941,4189940,1,0.503,0,0.1727397057069
"chr1_85","chr1",4189941,4239940,1,0.44,0,0.170273538682347
"chr1_86","chr1",4239941,4289940,1,0.425,0,0.169127409691693
"chr1_87","chr1",4289941,4339940,1,0.5,0,0.19973343228605
"chr1_88","chr1",4339941,4389940,1,0.49,0,0.172170505669734
"chr1_89","chr1",4389941,4439940,1,0.464,6,0.169911186290719
"chr1_90","chr1",4439941,4489940,1,0.483,0,0.164202983825731
"chr1_91","chr1",4489941,4539940,1,0.474,0,0.167765156815255
"chr1_92","chr1",4539941,4589940,1,0.443,0,0.169378442267112
"chr1_93","chr1",4589941,4639940,1,0.517,0,0.176674183775373
"chr1_94","chr1",4639941,4689940,1,0.512,1,0.17286882017568
"chr1_95","chr1",4689941,4739940,1,0.544,1,0.161876232895289
"chr1_96","chr1",4739941,4789940,1,0.51,6,0.168786996807262
"chr1_97","chr1",4789941,4839940,1,0.442,0,0.166437463292718
"chr1_98","chr1",4839941,4889940,1,0.432,0,0.171666733162167
"chr1_99","chr1",4889941,4939940,1,0.462,0,0.176053924601205
"chr1_100","chr1",4939941,4989940,1,0.47,0,0.171018248370875
"chr1_101","chr1",4989941,5039940,1,0.421,0,0.170939425012175
"chr1_102","chr1",5039941,5089940,1,0.398,0,0.168162662724537
"chr1_103","chr1",5089941,5139940,1,0.422,0,0.173936020417946
"chr1_104","chr1",5139941,5189940,1,0.444,0,0.173489548339834
"chr1_105","chr1",5189941,5239940,1,0.418,0,0.172242387628589
"chr1_106","chr1",5239941,5289940,1,0.484,0,0.172945333997062
"chr1_107","chr1",5289941,5339940,1,0.456,0,0.175989682043463
"chr1_108","chr1",5339941,5389940,1,0.471,0,0.171785180808324
"chr1_109","chr1",5389941,5439940,1,0.49,0,0.175212359179138
"chr1_110","chr1",5439941,5489940,1,0.494,0,0.164137130938582
"chr1_111","chr1",5489941,5539940,1,0.489,0,0.168697556387382
"chr1_112","chr1",5539941,5589940,1,0.427,3,0.168888202316351
"chr1_113","chr1",5589941,5639940,1,0.45,0,0.167681900807871
"chr1_114","chr1",5639941,5689940,1,0.495,1,0.171825860970993
"chr1_115","chr1",5689941,5739940,1,0.496,0,0.171521094124791
"chr1_116","chr1",5739941,5789940,1,0.516,0,0.168607861518006
"chr1_117","chr1",5789941,5839940,1,0.509,0,0.177030736401319
"chr1_118","chr1",5839941,5889940,1,0.561,20,0.164667330874857
"chr1_119","chr1",5889941,5939940,1,0.474,8,0.170625886266586
"chr1_120","chr1",5939941,5989940,1,0.489,8,0.182115927679264
"chr1_121","chr1",5989941,6039940,1,0.557,4,0.19492330125519
"chr1_122","chr1",6039941,6089940,1,0.553,10,0.188118171285217
"chr1_123","chr1",6089941,6139940,1,0.563,38,0.176555736297597
"chr1_124","chr1",6139941,6189940,1,0.565,16,0.176205253839302
"chr1_125","chr1",6189941,6239940,1,0.524,31,0.192270255353515
"chr1_126","chr1",6239941,6289940,1,0.596,13,0.173177659355645
"chr1_127","chr1",6289941,6339940,1,0.533,5,0.178009439534567
"chr1_128","chr1",6339941,6389940,1,0.523,4,0.183966852066381
"chr1_129","chr1",6389941,6439940,0,0.547,10,0.18300743703934
"chr1_130","chr1",6439941,6489940,0,0.603,48,0.179553270922633
"chr1_131","chr1",6489941,6539940,1,0.539,11,0.17864909351564
"chr1_132","chr1",6539941,6589940,1,0.524,26,0.198824964499852
"chr1_133","chr1",6589941,6639940,1,0.543,25,0.204984078330874
"chr1_134","chr1",6639941,6689940,1,0.46,9,0.181885545937413
"chr1_135","chr1",6689941,6739940,1,0.472,1,0.183276518833417
"chr1_136","chr1",6739941,6789940,1,0.467,1,0.185053272464852
"chr1_137","chr1",6789941,6839940,1,0.403,2,0.17991364566171
"chr1_138","chr1",6839941,6889940,1,0.413,2,0.176059960473675
"chr1_139","chr1",6889941,6939940,1,0.475,0,0.189009532825184
"chr1_140","chr1",6939941,6989940,1,0.503,0,0.172913298209295
"chr1_141","chr1",6989941,7039940,1,0.457,0,0.164524578088639
"chr1_142","chr1",7039941,7089940,1,0.493,0,0.173301501321186
"chr1_143","chr1",7089941,7139940,1,0.476,1,0.186075107062836
"chr1_144","chr1",7139941,7189940,1,0.454,0,0.179063894553053
"chr1_145","chr1",7189941,7239940,1,0.453,0,0.170907647443117
"chr1_146","chr1",7239941,7289940,1,0.434,1,0.166303364390892
"chr1_147","chr1",7289941,7339940,1,0.441,0,0.163772728878654
"chr1_148","chr1",7339941,7389940,1,0.506,0,0.164557271010431
"chr1_149","chr1",7389941,7439940,1,0.489,0,0.167753169281814
"chr1_150","chr1",7439941,7489940,1,0.547,1,0.162639977431879
"chr1_151","chr1",7489941,7539940,1,0.532,0,0.174141848483841
"chr1_152","chr1",7539941,7589940,1,0.527,0,0.180862352783712
"chr1_153","chr1",7589941,7639940,1,0.52,0,0.171884813033799
"chr1_154","chr1",7639941,7689940,1,0.569,7,0.177668317017876
"chr1_155","chr1",7689941,7739940,1,0.473,5,0.181241930277335
"chr1_156","chr1",7739941,7789940,1,0.419,20,0.190721157169842
"chr1_157","chr1",7789941,7839940,1,0.402,19,0.181908695379084
"chr1_158","chr1",7839941,7889940,1,0.45,9,0.181232369097044
"chr1_159","chr1",7889941,7939940,1,0.443,9,0.184457094305533
"chr1_160","chr1",7939941,7989940,1,0.462,10,0.201093763903424
"chr1_161","chr1",7989941,8039940,1,0.435,5,0.184612107622224
"chr1_162","chr1",8039941,8089940,1,0.433,0,0.173773640246847
"chr1_163","chr1",8089941,8139940,1,0.441,0,0.181524171153999
"chr1_164","chr1",8139941,8189940,1,0.462,0,0.177581360813348
"chr1_165","chr1",8189941,8239940,1,0.492,0,0.179048388520517
"chr1_166","chr1",8239941,8289940,1,0.466,0,0.171770520436195
"chr1_167","chr1",8289941,8339940,1,0.49,8,0.17036528534121
"chr1_168","chr1",8339941,8389940,1,0.513,13,0.2030199988128
"chr1_169","chr1",8389941,8439940,1,0.432,2,0.201513300250167
"chr1_170","chr1",8439941,8489940,1,0.422,2,0.186910095572598
"chr1_171","chr1",8489941,8539941,1,0.424,4,0.184724798870503
"chr1_172","chr1",8539942,8589941,1,0.39,3,0.179974614754632
"chr1_173","chr1",8589942,8639941,0,0.401,2,0.186990082508094
"chr1_174","chr1",8639942,8689941,1,0.403,1,0.180076460778712
"chr1_175","chr1",8689942,8739941,1,0.409,0,0.18262209821523
"chr1_176","chr1",8739942,8789941,1,0.407,1,0.177042686224322
"chr1_177","chr1",8789942,8839941,1,0.436,2,0.183147870509232
"chr1_178","chr1",8839942,8889941,1,0.497,16,0.209517999287874
"chr1_179","chr1",8889942,8939941,1,0.469,0,0.195834215124615
"chr1_180","chr1",8939942,8989941,1,0.482,10,0.188895713975342
"chr1_181","chr1",8989942,9039941,1,0.508,18,0.17753614647876
"chr1_182","chr1",9039942,9089941,1,0.471,10,0.188594776225417
"chr1_183","chr1",9089942,9139941,1,0.489,6,0.18885873115352
"chr1_184","chr1",9139942,9189941,1,0.509,3,0.182537387658523
"chr1_185","chr1",9189942,9239941,1,0.496,1,0.189760393968317
"chr1_186","chr1",9239942,9289941,1,0.52,4,0.203375759987376
"chr1_187","chr1",9289942,9339941,1,0.54,1,0.183439982667345
"chr1_188","chr1",9339942,9389941,1,0.544,3,0.179265326606698
"chr1_189","chr1",9389942,9439941,1,0.508,1,0.196671352860676
"chr1_190","chr1",9439942,9489941,1,0.498,0,0.178462418478465
"chr1_191","chr1",9489942,9539941,1,0.49,1,0.181316642964157
"chr1_192","chr1",9539942,9589942,1,0.461,7,0.190752916005279
"chr1_193","chr1",9589943,9639942,1,0.557,10,0.19106234834083
"chr1_194","chr1",9639943,9689942,1,0.505,5,0.199329099673719
"chr1_195","chr1",9689943,9739942,1,0.521,37,0.207116118643331
"chr1_196","chr1",9739943,9789942,1,0.468,9,0.185340842193039
"chr1_197","chr1",9789943,9839942,1,0.477,1,0.181294608953365
"chr1_198","chr1",9839943,9889942,1,0.528,5,0.191165062077177
"chr1_199","chr1",9889943,9939942,1,0.468,7,0.197159258327452
"chr1_200","chr1",9939943,9989942,1,0.464,9,0.193792427245758
"chr1_201","chr1",9989943,10039942,1,0.476,6,0.188987759806571
"chr1_202","chr1",10039943,10089942,1,0.45,1,0.197375881774321
"chr1_203","chr1",10089943,10139942,1,0.424,16,0.187381736837535
"chr1_204","chr1",10139943,10189942,1,0.444,13,0.187465019438983
"chr1_205","chr1",10189943,10239942,1,0.451,3,0.18268946223441
"chr1_206","chr1",10239943,10289942,1,0.412,15,0.187747731984674
"chr1_207","chr1",10289943,10339942,1,0.407,18,0.18146665148151
"chr1_208","chr1",10339943,10389943,1,0.443,18,0.197508909504654
"chr1_209","chr1",10389944,10439943,1,0.482,17,0.207990918702174
"chr1_210","chr1",10439944,10489943,1,0.474,11,0.187705590614045
"chr1_211","chr1",10489944,10539943,1,0.45,5,0.186713711192665
"chr1_212","chr1",10539944,10589943,1,0.418,2,0.178804388783096
"chr1_213","chr1",10589944,10639943,1,0.506,7,0.171626930788474
"chr1_214","chr1",10639944,10689943,1,0.602,20,0.173524989983293
"chr1_215","chr1",10689944,10739943,1,0.564,3,0.172339392949047
"chr1_216","chr1",10739944,10789943,1,0.539,1,0.169447487328449
"chr1_217","chr1",10789944,10839943,1,0.53,1,0.169766645343783
"chr1_218","chr1",10839944,10889943,1,0.515,0,0.168016619354215
"chr1_219","chr1",10889944,10939943,1,0.516,0,0.172492254165664
"chr1_220","chr1",10939944,10989943,1,0.521,15,0.179603232599432
"chr1_221","chr1",10989944,11039943,1,0.46,11,0.187114630581999
"chr1_222","chr1",11039944,11089943,1,0.509,35,0.189122343545716
"chr1_223","chr1",11089944,11139943,1,0.459,30,0.184235108602751
"chr1_224","chr1",11139944,11189943,1,0.444,7,0.180487250696672
"chr1_225","chr1",11189944,11239943,1,0.43,21,0.180904321426886
"chr1_226","chr1",11239944,11289943,1,0.472,13,0.198538550537107
"chr1_227","chr1",11289944,11339943,1,0.519,0,0.174495052508039
"chr1_228","chr1",11339944,11389943,1,0.504,0,0.174843473350798
"chr1_229","chr1",11389944,11439943,1,0.485,0,0.16482607728337
"chr1_230","chr1",11439944,11489943,1,0.532,2,0.170881444773398
"chr1_231","chr1",11489944,11539943,1,0.525,20,0.17267212931685
"chr1_232","chr1",11539944,11589943,1,0.491,0,0.166315834976312
"chr1_233","chr1",11589944,11639943,1,0.512,0,0.165517320319057
"chr1_234","chr1",11639944,11689943,1,0.545,33,0.199373368004593
"chr1_235","chr1",11689944,11739943,1,0.531,10,0.195423620861281
"chr1_236","chr1",11739944,11789943,1,0.541,24,0.191763147268881
"chr1_237","chr1",11789944,11839943,1,0.496,37,0.204839844727199
"chr1_238","chr1",11839944,11889943,1,0.515,17,0.186796644496465
"chr1_239","chr1",11889944,11939943,1,0.512,5,0.206665471486292
"chr1_240","chr1",11939944,11989943,1,0.524,22,0.213507034988489
"chr1_241","chr1",11989944,12039943,1,0.521,26,0.204082508275472
"chr1_242","chr1",12039944,12089943,1,0.516,2,0.188433669664538
"chr1_243","chr1",12089944,12139943,1,0.495,14,0.18393752633231
"chr1_244","chr1",12139944,12189943,0,0.541,3,0.210981789733445
"chr1_245","chr1",12189944,12239943,1,0.509,11,0.193370320074794
"chr1_246","chr1",12239944,12289943,1,0.423,20,0.18920848495797
"chr1_247","chr1",12289944,12339943,1,0.411,18,0.186617498386773
"chr1_248","chr1",12339944,12389941,1,0.399,22,0.19113228510974
"chr1_249","chr1",12389942,12439944,1,0.424,6,0.191664628139333
"chr1_250","chr1",12439945,12489946,1,0.431,3,0.191942947357706
"chr1_251","chr1",12489947,12539974,1,0.467,5,0.182916285750496
"chr1_252","chr1",12539975,12589987,1,0.52,7,0.18394859147039
"chr1_253","chr1",12589988,12639979,1,0.512,3,0.191917077390767
"chr1_254","chr1",12639980,12689986,1,0.455,4,0.185789702327497
"chr1_255","chr1",12689987,12740043,1,0.43,4,0.176629688983112
"chr1_256","chr1",12740044,12789851,1,0.448,7,0.168122247582999
"chr1_257","chr1",12789852,12840147,0,0.447,8,0.168783600184878
"chr1_258","chr1",12840148,12890170,0,0.445,11,0.169711739088932
"chr1_259","chr1",12890171,12940170,0,0.464,9,0.166929897718601
"chr1_260",NA,NA,NA,0,0.455,6,0.167852880546461
"chr1_261",NA,NA,NA,0,0.469,0,0.164748942408658
"chr1_262",NA,NA,NA,0,0.464,4,0.164997135229119
"chr1_263","chr1",13082538,13132547,0,0.452,2,0.162443868513083
"chr1_264",NA,NA,NA,0,0.475,0,0.159447138609788
"chr1_265",NA,NA,NA,0,0.0,0,NA
"chr1_266",NA,NA,NA,0,0.451,3,0.17015351638633
"chr1_267","chr1",13244378,13294405,0,0.468,8,0.162128529109328
"chr1_268","chr1",13294406,13344478,0,0.462,7,0.170551364336263
"chr1_269",NA,NA,NA,0,0.462,8,0.169674715397297
"chr1_270","chr1",13394373,13444392,0,0.472,4,0.162751609936757
"chr1_271",NA,NA,NA,0,0.46,0,0.171178091922998
"chr1_272",NA,NA,NA,0,0.46,12,0.168060902410317
"chr1_273",NA,NA,NA,0,0.462,7,0.167219328541922
"chr1_274",NA,NA,NA,0,0.463,7,0.161757527353932
"chr1_275","chr1",13423526,13473532,0,0.484,0,0.163357503928311
"chr1_276","chr1",13473533,13523505,1,0.498,2,0.162819415822018
"chr1_277","chr1",13523506,13573505,1,0.455,0,0.164313590995234
"chr1_278","chr1",13573506,13623505,1,0.461,9,0.159693318128628
"chr1_279","chr1",13623506,13673505,1,0.44,0,0.172483575804944
"chr1_280","chr1",13673506,13723505,1,0.409,3,0.178073031438758
"chr1_281","chr1",13723506,13773505,1,0.407,6,0.188121603162734
"chr1_282","chr1",13773506,13823505,1,0.478,6,0.187332256087114
"chr1_283","chr1",13823506,13873505,1,0.431,0,0.167409705214788
"chr1_284","chr1",13873506,13923505,1,0.449,0,0.165028498391031
"chr1_285","chr1",13923506,13973505,1,0.434,0,0.166284511583238
"chr1_286","chr1",13973506,14023505,1,0.409,0,0.167419644720517
"chr1_287","chr1",14023506,14073505,1,0.435,0,0.170030284207027
"chr1_288","chr1",14073506,14123505,1,0.431,0,0.165158965940385
"chr1_289","chr1",14123506,14173505,1,0.43,0,0.167455022491644
"chr1_290","chr1",14173506,14223505,1,0.405,0,0.165807551884318
"chr1_291","chr1",14223506,14273505,1,0.416,0,0.165330579232457
"chr1_292","chr1",14273506,14323505,1,0.416,0,0.166538695909715
"chr1_293","chr1",14323506,14373504,1,0.428,0,0.166218586720052
"chr1_294","chr1",14373505,14423504,1,0.419,0,0.167529976788801
"chr1_295","chr1",14423505,14473504,1,0.444,0,0.164030229123821
"chr1_296","chr1",14473505,14523504,1,0.429,0,0.161929775485152
"chr1_297","chr1",14523505,14573504,1,0.44,0,0.164311971017577
"chr1_298","chr1",14573505,14623504,1,0.455,1,0.166883528020436
"chr1_299","chr1",14623505,14673504,1,0.459,0,0.165772611849826
"chr1_300","chr1",14673505,14723504,1,0.47,0,0.16760875876921
"chr1_301","chr1",14723505,14773504,1,0.474,0,0.172918242842269
"chr1_302","chr1",14773505,14823504,1,0.485,0,0.18186461369751
"chr1_303","chr1",14823505,14873504,1,0.483,0,0.173593118438871
"chr1_304","chr1",14873505,14923504,1,0.488,0,0.177429886737004
"chr1_305","chr1",14923505,14973504,1,0.52,4,0.182804515550655
"chr1_306","chr1",14973505,15023504,1,0.518,0,0.181902965185132
"chr1_307","chr1",15023505,15073504,1,0.521,6,0.18487936610817
"chr1_308","chr1",15073505,15123504,1,0.504,12,0.176908355161554
"chr1_309","chr1",15123505,15173504,1,0.486,4,0.177249047260846
"chr1_310","chr1",15173505,15223504,1,0.481,4,0.181928131848891
"chr1_311","chr1",15223505,15273504,1,0.447,3,0.185561162360783
"chr1_312","chr1",15273505,15323504,1,0.466,8,0.175236342013427
"chr1_313","chr1",15323505,15373504,1,0.494,20,0.183189395565118
"chr1_314","chr1",15373505,15423504,1,0.51,13,0.188366978401308
"chr1_315","chr1",15423505,15473505,1,0.51,19,0.184201999638246
"chr1_316","chr1",15473506,15523505,1,0.482,18,0.188752293006535
"chr1_317","chr1",15523506,15573505,1,0.437,21,0.195511033014959
"chr1_318","chr1",15573506,15623505,1,0.472,10,0.187123487395839
"chr1_319","chr1",15623506,15673505,1,0.426,12,0.190190497902902
"chr1_320","chr1",15673506,15723505,1,0.495,7,0.188972228191812
"chr1_321","chr1",15723506,15773505,1,0.576,34,0.175999340107935
"chr1_322","chr1",15773506,15823505,1,0.492,4,0.184252753098548
"chr1_323","chr1",15823506,15873505,1,0.461,4,0.195606329121433
"chr1_324","chr1",15873506,15923505,1,0.405,9,0.188036168065683
"chr1_325","chr1",15923506,15973505,1,0.504,25,0.198106658844548
"chr1_326","chr1",15973506,16023505,1,0.522,15,0.187286217659896
"chr1_327","chr1",16023506,16073505,0,0.589,51,0.185307997852484
"chr1_328","chr1",16073506,16123505,1,0.526,0,0.185933422189659
"chr1_329","chr1",16123506,16173505,1,0.561,18,0.191097884417498
"chr1_330","chr1",16173506,16223505,1,0.537,16,0.195680486906234
"chr1_331","chr1",16223506,16273505,1,0.481,11,0.192898910305441
"chr1_332","chr1",16273506,16323505,1,0.439,6,0.190914610504339
"chr1_333","chr1",16323506,16373505,1,0.456,2,0.192509298962425
"chr1_334","chr1",16373506,16423505,1,0.505,21,0.183587976468765
"chr1_335","chr1",16423506,16473505,1,0.475,16,0.191657404460407
"chr1_336","chr1",16473506,16523505,0,0.501,16,0.196998222143805
"chr1_337","chr1",16523506,16573505,0,0.446,17,0.184390990702205
"chr1_338","chr1",16573506,16623505,0,0.454,27,0.185676686286813
"chr1_339","chr1",16623506,16673505,0,0.499,32,0.195254332989483
"chr1_340","chr1",16673506,16723505,0,0.537,16,0.181635294317705
"chr1_341","chr1",16723506,16773505,0,0.468,20,0.183509820060193
"chr1_342",NA,NA,NA,0,0.443,0,0.175920937565965
"chr1_343",NA,NA,NA,0,0.463,5,0.181664405066183
"chr1_344","chr1",16873506,16923505,0,0.474,7,0.205494394724041
"chr1_345","chr1",16923506,16973505,0,0.557,36,0.1877624638851
"chr1_346","chr1",16973506,17023505,1,0.557,43,0.191169925833193
"chr1_347","chr1",17023506,17073505,1,0.452,9,0.199400935937891
"chr1_348","chr1",17073506,17123505,1,0.523,14,0.194441960374984
"chr1_349","chr1",17123506,17173505,1,0.474,1,0.185579334024068
"chr1_350","chr1",17173506,17223505,1,0.499,2,0.187850091765642
"chr1_351","chr1",17223506,17273505,1,0.522,27,0.182886059969157
"chr1_352","chr1",17273506,17323505,1,0.488,7,0.20278964934712
"chr1_353","chr1",17323506,17373505,1,0.492,17,0.203308166680517
"chr1_354","chr1",17373506,17423504,1,0.518,24,0.187900075499718
"chr1_355","chr1",17423505,17473504,1,0.501,4,0.183937393903618
"chr1_356","chr1",17473505,17523504,1,0.494,0,0.173372559157409
"chr1_357","chr1",17523505,17573505,1,0.523,1,0.172501436862397
"chr1_358","chr1",17573506,17623505,1,0.544,14,0.175143646416112
"chr1_359","chr1",17623506,17673505,1,0.554,15,0.169450625370618
"chr1_360","chr1",17673506,17723505,1,0.531,6,0.169209928319643
"chr1_361","chr1",17723506,17773505,1,0.507,1,0.165197521579256
"chr1_362","chr1",17773506,17823505,1,0.469,1,0.163452946049763
"chr1_363","chr1",17823506,17873506,1,0.495,1,0.169131343535172
"chr1_364","chr1",17873507,17923506,1,0.484,0,0.166675180149198
"chr1_365","chr1",17923507,17973506,1,0.484,0,0.166991657762544
"chr1_366","chr1",17973507,18023506,1,0.482,0,0.168920852093839
"chr1_367","chr1",18023507,18073506,1,0.484,0,0.173406019822392
"chr1_368","chr1",18073507,18123506,1,0.502,1,0.172691633365771
"chr1_369","chr1",18123507,18173506,1,0.505,0,0.167199986009525
"chr1_370","chr1",18173507,18223506,1,0.489,0,0.164332027508861
"chr1_371","chr1",18223507,18273506,1,0.491,1,0.174236031211614
"chr1_372","chr1",18273507,18323506,1,0.507,1,0.171063611889511
"chr1_373","chr1",18323507,18373506,1,0.489,4,0.168704872997656
"chr1_374","chr1",18373507,18423506,1,0.495,5,0.166813441721697
"chr1_375","chr1",18423507,18473506,1,0.46,0,0.16831109772815
"chr1_376","chr1",18473507,18523506,1,0.447,3,0.169529970953918
"chr1_377","chr1",18523507,18573506,1,0.501,0,0.165854985312186
"chr1_378","chr1",18573507,18623506,1,0.484,0,0.168661249149801
"chr1_379","chr1",18623507,18673506,1,0.525,5,0.170811835788009
"chr1_380","chr1",18673507,18723506,1,0.523,3,0.165493186884176
"chr1_381","chr1",18723507,18773506,1,0.487,2,0.167171294221914
"chr1_382","chr1",18773507,18823506,1,0.508,0,0.167848439172468
"chr1_383","chr1",18823507,18873506,1,0.51,8,0.168472596981306
"chr1_384","chr1",18873507,18923506,1,0.544,24,0.194078369207861
"chr1_385","chr1",18923507,18973506,1,0.523,1,0.19142182498659
"chr1_386","chr1",18973507,19023506,1,0.453,0,0.176238398123975
"chr1_387","chr1",19023507,19073506,1,0.526,1,0.178610180185678
"chr1_388","chr1",19073507,19123506,1,0.474,43,0.202140572244719
"chr1_389","chr1",19123507,19173506,1,0.421,45,0.198407656938836
"chr1_390","chr1",19173507,19223506,1,0.42,27,0.199734273317053
"chr1_391","chr1",19223507,19273506,1,0.491,32,0.188623678993994
"chr1_392","chr1",19273507,19323506,1,0.491,20,0.193693435472443
"chr1_393","chr1",19323507,19373506,1,0.54,15,0.196233996181146
"chr1_394","chr1",19373507,19423506,1,0.486,3,0.188494874511681
"chr1_395","chr1",19423507,19473506,1,0.468,2,0.197740266571397
"chr1_396","chr1",19473507,19523506,1,0.476,2,0.198060191894876
"chr1_397","chr1",19523507,19573506,1,0.444,0,0.182481255879431
"chr1_398","chr1",19573507,19623506,1,0.437,6,0.183814897431319
"chr1_399","chr1",19623507,19673507,1,0.524,11,0.184015351138749
"chr1_400","chr1",19673508,19723507,1,0.498,7,0.179590832877509
